rank,tier,priority_score,owner,article_id,title,url,status,rewritten_ai_live,gsc_clicks,gsc_impr,ga4_sessions,m_perf,m_lcp,m_cls,m_tbt,m_fcp,d_perf,d_lcp,ttfb,field_lcp,field_cat,word_count,body_len,dom_est,image_count,external_image_count,broken_image_count,hero_url,hero_bytes,hero_w,hero_h,hero_aspect,inline_total_bytes,imgs_missing_dim,imgs_missing_lazy,imgs_over_300k,imgs_over_700k,iframe_count,script_count,table_count,legacy,primary_issue,secondary_issue,issues,m_opp
116,P2,167.5,CONTENT,1002411270,"Đánh giá SSD Samsung T5 EVO: Thiết kế nhỏ gọn, lưu trữ khủng lên đến 8TB",https://sintech.vn/blogs/news/danh-gia-ssd-samsung-t5-evo-thiet-ke-nho-gon-luu-tru-khung-len-den-8,applied,True,0,0,0,35,10952,0.7929,370,3372,83,2398,,1678,AVERAGE,4936,8969,91,0,0,0,,0,,,,0,0,0,0,0,0,0,1,True,BODY_HTML_LEGACY,CLS_LAYOUT_RISK,BODY_HTML_LEGACY|CLS_LAYOUT_RISK,
117,P3,166.6,THEME_CODE,1002549340,"Sửa Máy Tính Quận 5 Uy Tín, Minh Bạch tại Sintech",https://sintech.vn/blogs/news/sua-may-tinh-quan-5-uy-tin-minh-bach-tai-sintech,draft_ready,False,0,12,0,40,13583,0.4074,373,3339,76,2520,,1678,AVERAGE,4832,9871,267,1,0,0,https://file.hstatic.net/200000860097/file/eagspot_cd826ebbbfd641178dfa55c752a57cbb_grande.png,100879,,,,100879,1,0,0,0,0,0,1,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
118,P2,164.4,CONTENT,1002763192,"DDR4 vs DDR5 16GB 2025: khác gì nhau, có nên nâng cấp? So sánh hiệu năng chơi game & làm việc",https://sintech.vn/blogs/huong-dan/ddr4-vs-ddr5-16gb-2025-khac-gi-nhau-co-nen-nang-cap-so-sanh-hieu-na,draft_ready,False,0,0,0,49,13865,0.1387,174,8630,82,2383,,1678,AVERAGE,4486,50913,893,4,0,0,https://cdn.hstatic.net/200000860097/file/3_88c05908a5d24d87a17d276e83eba6c3_grande.png,149875,,,,900179,4,3,0,0,0,0,2,True,BODY_HTML_LEGACY,IMAGES_MISSING_DIMENSIONS,BODY_HTML_LEGACY|IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
119,P3,163.6,THEME_CODE,1002593968,"NVIDIA tung RTX 5060 Ti ngay khi hết lệnh cấm review, RTX 5060 ra mắt tháng 5!",https://sintech.vn/blogs/news/nvidia-tung-rtx-5060-ti-ngay-khi-het-lenh-cam-review-rtx-5060-ra-mat,draft_ready,False,0,7,0,53,17868,0.1828,288,3371,90,1884,,1678,AVERAGE,3846,2924,42,2,2,0,https://cdn.wccftech.com/wp-content/uploads/2025/03/RTX-5060-Ti-and-RTX-5060.png,0,,,,413416,2,1,1,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
120,P2,163.6,CONTENT,1002695541,Microsoft sa thải gần 9.000 nhân viên để tài trợ cho AI: Khi AI bắt đầu thay thế con người,https://sintech.vn/blogs/news/microsoft-sa-thai-gan-9-000-nhan-vien-de-tai-tro-cho-ai-khi-ai-bat-da,review_required,False,0,0,0,46,12968,0.1386,269,8175,77,2391,,1678,AVERAGE,4637,23046,368,1,1,0,https://media.vietnamplus.vn/images/7255a701687d11cb8c6bbc58a6c807851a476caa54216ef26c64420d5714c19ecd6226ed688ceada28774b5b35ecfb088b30e2a514304d8680952bb930a95c15/microsoft-2-3950.jpg.webp,134934,,,,134934,1,0,0,0,0,0,0,True,BODY_HTML_LEGACY,CLS_LAYOUT_RISK,BODY_HTML_LEGACY|CLS_LAYOUT_RISK,
121,P2,163.5,CONTENT,1002783276,"Phân Biệt USB 2.0, USB 3.2 (Gen 1 / Gen 2 / Gen 2×2) và USB 4.0",https://sintech.vn/blogs/huong-dan/phan-biet-usb-2-0-usb-3-2-gen-1-gen-2-gen-2-2-va-usb-4-0,draft_ready,False,0,0,0,44,12440,0.4246,226,3357,80,2364,,1678,AVERAGE,4389,82507,1562,1,0,0,https://cdn.hstatic.net/200000860097/file/phan_biet_usb_2.0_vs_3.2_vs_usb_4.0_3f0401656b124f1eae94e9f8db3ad0b2_grande.png,205785,,,,205785,1,0,0,0,0,0,1,True,BODY_HTML_LEGACY,DOM_TOO_LARGE,BODY_HTML_LEGACY|DOM_TOO_LARGE|CLS_LAYOUT_RISK,
122,P2,163.0,CONTENT,1002401227,"NVIDIA RTX 50 Series: ""Mạnh mẽ"" hiệu năng trong diện mạo ""thanh lịch""",https://sintech.vn/blogs/news/nvidia-rtx-50-series-manh-me-hieu-nang-trong-dien-mao-thanh-lich,draft_ready,False,0,0,0,52,14346,0.1156,120,8466,86,1043,,1678,AVERAGE,3931,4490,92,2,0,0,https://file.hstatic.net/200000860097/file/geforce-rtx-50-seasonic_a0adad388323433ba7bf784bd023dab9_grande.png,18132,,,,188605,2,1,0,0,0,0,1,True,BODY_HTML_LEGACY,CLS_LAYOUT_RISK,BODY_HTML_LEGACY|CLS_LAYOUT_RISK,
123,P3,162.6,THEME_CODE,1002414333,"Tổng hợp, tìm hiểu các kích thước bàn phím cơ trên thị trường hiện nay",https://sintech.vn/blogs/news/tong-hop-tim-hieu-cac-kich-thuoc-ban-phim-co-tren-thi-truong-hien-nay,applied,True,0,19,0,53,12714,0.1057,109,8620,77,2382,,1678,AVERAGE,4447,5089,46,0,0,0,,0,,,,0,0,0,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
124,P2,162.2,CONTENT,1002416741,"Cách phân biệt Clicky, Linear và Tactile switch chính xác nhất",https://sintech.vn/blogs/news/cach-phan-biet-clicky-linear-va-tactile-switch-chinh-xac-nhat,applied,True,0,0,0,45,12434,0.58,103,3348,76,2488,,1678,AVERAGE,4282,6464,70,0,0,0,,0,,,,0,0,0,0,0,0,0,1,True,BODY_HTML_LEGACY,CLS_LAYOUT_RISK,BODY_HTML_LEGACY|CLS_LAYOUT_RISK,
125,P3,161.1,THEME_CODE,1002719467,Top 10 Sai Lầm Khi Build PC Mà Ai Cũng Dễ Mắc Phải,https://sintech.vn/blogs/huong-dan/top-10-sai-lam-khi-build-pc-ma-ai-cung-de-mac-phai,applied,True,0,2,0,33,14478,0.8944,393,3236,77,2641,,1678,AVERAGE,4770,7886,97,3,0,0,https://file.hstatic.net/200000860097/file/thiet_ke_chua_co_ten_5555c0f6772943dc9af8e039615b418e_grande.png,291540,,,,1155904,3,2,2,0,0,0,0,False,IMAGES_MISSING_DIMENSIONS,CLS_LAYOUT_RISK,IMAGES_MISSING_DIMENSIONS|CLS_LAYOUT_RISK,
126,P2,161.1,IMAGE,1002413900,Google vừa cập nhật loạt tính năng hữu ích cho người dùng thích mở nhiều tab trên trình duyệt Chrome,https://sintech.vn/blogs/news/google-vua-cap-nhat-loat-tinh-nang-huu-ich-cho-nguoi-dung-thich-mo-nhi,draft_ready,False,0,0,0,52,13983,0.1216,107,8466,85,1976,,1678,AVERAGE,3807,2606,11,1,1,0,https://genk.mediacdn.vn/139269124445442048/2024/9/11/google-announces-3-new-chrome-ta-17260486381281096407341-1726048756365-1726048757843679992338-1726050150967-17260501511101586049993.png,249475,1248,520,2.4,249475,0,0,0,0,0,0,0,False,HERO_IMAGE_WRONG_DIMENSION,CLS_LAYOUT_RISK,HERO_IMAGE_WRONG_DIMENSION|CLS_LAYOUT_RISK,
127,P2,160.2,IMAGE,1002400132,"Cấu hình chơi Valorant Trên PC, Laptop",https://sintech.vn/blogs/news/cau-hinh-choi-valorant-tren-pc-laptop,draft_ready,False,0,0,0,56,12304,0.1734,212,3361,81,2415,,1678,AVERAGE,4005,3657,42,1,1,1,https://hacom.vn/media/lib/23-09-2020/cuhnhchivalorantpc.jpg,0,800,450,1.78,0,0,0,0,0,0,0,0,False,IMAGES_BROKEN,CLS_LAYOUT_RISK,IMAGES_BROKEN|CLS_LAYOUT_RISK,
128,P3,160.1,THEME_CODE,1002411585,Cảm biến Hero là gì? Liệu có phù hợp với nhu cầu chơi game của bạn?,https://sintech.vn/blogs/news/cam-bien-hero-la-gi-lieu-co-phu-hop-voi-nhu-cau-choi-game-cua-ban,applied,True,0,13,0,43,12522,0.4258,232,3356,66,2432,,1678,AVERAGE,4299,4272,25,0,0,0,,0,,,,0,0,0,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
129,P2,159.0,CONTENT,1002761261,"Build PC 12–15 Triệu Cho Học Sinh, Sinh Viên: Học Tập Và Chơi LoL, Valorant, FO4",https://sintech.vn/blogs/huong-dan/build-pc-12-15-trieu-cho-hoc-sinh-sinh-vien-hoc-tap-va-choi-lol-val,draft_ready,False,0,2,0,39,9148,0.5176,347,3372,81,2323,,1678,AVERAGE,4477,65605,1245,5,0,0,https://cdn.hstatic.net/200000860097/file/1_e354a559e45a4b11902f2870a3733131_grande.png,280692,,,,1376055,5,4,0,0,0,0,1,True,BODY_HTML_LEGACY,IMAGES_MISSING_DIMENSIONS,BODY_HTML_LEGACY|IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
130,P2,158.9,CONTENT,1002721462,"Lưu mật khẩu trên trình duyệt web: Thói quen tiện lợi đang trở thành ""cửa ngõ"" cho tin tặc",https://sintech.vn/blogs/news/luu-mat-khau-tren-trinh-duyet-web-thoi-quen-tien-loi-dang-tro-thanh,draft_ready,False,0,0,0,51,13310,0.1387,102,8465,77,2385,,1678,AVERAGE,4385,52348,912,5,1,0,https://file.hstatic.net/200000860097/file/back-view-hacker-desk-using-996353264_3ea370d50bc446b6be2b49d4b73ab454_grande.png,48469,,,,157510,5,4,0,0,0,0,1,True,BODY_HTML_LEGACY,IMAGES_MISSING_DIMENSIONS,BODY_HTML_LEGACY|IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
131,P2,157.0,CONTENT,1002802434,ChatGPT Atlas có gì thú vị? Toàn cảnh trình duyệt AI thế hệ mới,https://sintech.vn/blogs/huong-dan/chatgpt-atlas-co-gi-thu-vi-toan-canh-trinh-duyet-ai-the-he-moi,draft_ready,False,0,1,0,37,8858,1.0202,297,3359,75,2333,,1678,AVERAGE,4873,51348,927,5,0,0,https://cdn.hstatic.net/200000860097/file/15_eb7bf80dbb5c48669076d91da150cd60_grande.png,118228,,,,588149,5,4,0,0,0,0,0,True,BODY_HTML_LEGACY,IMAGES_MISSING_DIMENSIONS,BODY_HTML_LEGACY|IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
132,P2,154.8,IMAGE,1002401045,"Cấu hình chơi Black Myth: Wukong trên PC, Laptop",https://sintech.vn/blogs/news/cau-hinh-choi-black-myth-wukong-tren-pc-laptop,draft_ready,False,0,1,0,52,9678,0.1741,339,3367,87,1389,,1678,AVERAGE,4306,7242,135,3,3,0,https://i1-sohoa.vnecdn.net/2024/08/24/image-9349-1724475698.png?w=680&h=0&q=100&dpr=1&fit=crop&s=5Yw9XBK1YUTPHXQf7gTdOg,479122,,,,963131,3,2,2,0,1,0,1,True,HERO_IMAGE_TOO_HEAVY,BODY_HTML_LEGACY,HERO_IMAGE_TOO_HEAVY|BODY_HTML_LEGACY|EMBED_HEAVY|IMAGES_MISSING_DIMENSIONS|CLS_LAYOUT_RISK,
133,P3,154.6,THEME_CODE,1002430906,"Tất tần tật về quạt máy tính kêu to và cách khắc phục đơn giản, nhanh chóng",https://sintech.vn/blogs/news/tat-tan-tat-ve-quat-may-tinh-keu-to-va-cach-khac-phuc-don-gian-nhanh,applied,True,0,7,0,36,12895,1.008,339,3366,82,2597,,1678,AVERAGE,4768,6375,44,0,0,0,,0,,,,0,0,0,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
134,P3,154.4,THEME_CODE,1002423341,Unity là gì? Cách cài đặt chi tiết cho người mới bắt đầu,https://sintech.vn/blogs/news/unity-la-gi-cach-cai-dat-chi-tiet-cho-nguoi-moi-bat-dau,applied,True,0,8,0,37,12530,0.5409,275,3763,83,2300,,1678,AVERAGE,4653,6551,71,0,0,0,,0,,,,0,0,0,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
135,P2,154.2,CONTENT,1002699809,Robot siêu nhỏ: Tương lai vi mô mở ra trước mắt,https://sintech.vn/blogs/news/robot-sieu-nho-tuong-lai-vi-mo-mo-ra-truoc-mat,draft_ready,False,0,0,0,53,12897,0.2368,201,3357,94,1024,,1678,AVERAGE,3993,18004,314,3,0,0,https://file.hstatic.net/200000860097/file/robot_sieu_nho_e076847e70b7434c9d27a2b40665e487_grande.jpg,22281,,,,87497,3,2,0,0,0,0,0,True,BODY_HTML_LEGACY,IMAGES_MISSING_DIMENSIONS,BODY_HTML_LEGACY|IMAGES_MISSING_DIMENSIONS|CLS_LAYOUT_RISK,
136,P3,154.0,THEME_CODE,1002515546,Hướng Dẫn Build PC Gaming Và Làm Việc Với Ngân Sách 30 Triệu (12/2024),https://sintech.vn/blogs/huong-dan/huong-dan-build-pc-gaming-va-lam-viec-voi-ngan-sach-30-trieu-12-2024,draft_ready,False,0,17,0,51,11475,0.1959,329,3367,83,2394,,1678,AVERAGE,4387,6844,216,0,0,0,,0,,,,0,0,0,0,0,0,0,1,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
137,P3,150.9,THEME_CODE,1002399693,Dịch vụ vệ sinh máy tính tại nhà TP.HCM,https://sintech.vn/blogs/news/dich-vu-ve-sinh-may-tinh-tai-nha-tp-hcm,draft_ready,False,0,9,0,48,13973,0.2831,239,3378,69,2579,,1678,AVERAGE,4991,9174,153,2,0,0,https://file.hstatic.net/200000860097/file/them_noi_dung_van_ban_ef1fe65554d84c9b89657c555d584dc4_grande.png,258790,,,,388007,2,1,0,0,0,0,1,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
138,P2,150.6,CONTENT,1002358515,Microsoft kết thúc hỗ trợ Windows 11 21H2 và 22H2 sau 90 ngày,https://sintech.vn/blogs/news/microsoft-ket-thuc-ho-tro-windows-11-21h2-va-22h2-sau-90-ngay,draft_ready,False,0,1,0,55,12153,0.196,206,3361,85,1014,,1678,AVERAGE,3774,4581,61,1,0,0,https://file.hstatic.net/200000860097/file/4216-4892_c9949bc2e20c4016ab1c4ecdf4a460d4_grande.png,16501,,,,16501,1,0,0,0,0,0,0,True,BODY_HTML_LEGACY,CLS_LAYOUT_RISK,BODY_HTML_LEGACY|CLS_LAYOUT_RISK,
139,P2,150.5,CONTENT,1002696093,FolderDrive – Khi biểu tượng thư mục bước ra đời thực,https://sintech.vn/blogs/news/folderdrive-khi-bieu-tuong-thu-muc-buoc-ra-doi-thuc,draft_ready,False,0,0,0,51,11696,0.1983,257,3340,82,2378,,1678,AVERAGE,3993,15068,249,3,0,0,https://file.hstatic.net/200000860097/file/cyzy6nkbk6t8pqutmdzrpi-1200-80_2e215d0c8beb4deba58e3edf159339c0_grande.jpg,21929,,,,86365,3,2,0,0,0,0,0,True,BODY_HTML_LEGACY,IMAGES_MISSING_DIMENSIONS,BODY_HTML_LEGACY|IMAGES_MISSING_DIMENSIONS|CLS_LAYOUT_RISK,
140,P3,148.7,THEME_CODE,1002420414,Hướng dẫn lựa chọn tản nhiệt nước All in one phù hợp,https://sintech.vn/blogs/news/huong-dan-lua-chon-tan-nhiet-nuoc-all-in-one-phu-hop,applied,True,0,8,0,41,12303,0.3986,350,3367,81,2338,,1678,AVERAGE,4421,5183,48,0,0,0,,0,,,,0,0,0,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
141,P2,146.6,CONTENT,1002402235,Intel Arrow Lake-S “Core Ultra 200” sẽ ra mắt vào tháng 10,https://sintech.vn/blogs/news/intel-arrow-lake-s-core-ultra-200-se-ra-mat-vao-thang-10,draft_ready,False,0,0,0,54,11690,0.1794,288,3336,82,2422,,1678,AVERAGE,4326,9665,168,2,0,0,https://file.hstatic.net/200000860097/file/intel-arrow-lake-desktop-cpus_f5e39280e1e6401f8dfafc43b23cc4b2_grande.png,178209,,,,201790,2,1,0,0,0,0,1,True,BODY_HTML_LEGACY,CLS_LAYOUT_RISK,BODY_HTML_LEGACY|CLS_LAYOUT_RISK,
142,P2,145.2,IMAGE,1002413792,Vì sao Sony bị game thủ 'ném đá' dữ dội khi hé lộ PS5 Pro?,https://sintech.vn/blogs/news/vi-sao-sony-bi-game-thu-nem-da-du-doi-khi-he-lo-ps5-pro,draft_ready,False,0,0,0,56,11914,0.1763,248,3059,84,1923,,1678,AVERAGE,3761,2203,10,1,1,0,https://genk.mediacdn.vn/139269124445442048/2024/9/11/the-price-of-sonys-ps5-pro-is-br-1726049420576769304814-1726050482827-1726050482914961596968.png,291538,1248,543,2.3,291538,0,0,0,0,0,0,0,False,HERO_IMAGE_WRONG_DIMENSION,CLS_LAYOUT_RISK,HERO_IMAGE_WRONG_DIMENSION|CLS_LAYOUT_RISK,
143,P3,144.5,THEME_CODE,1002431150,"Partition - Phân vùng ổ cứng là gì? Bật mí cách phân vùng ổ cứng đơn giản, dễ thao tác khi mua ổ cứng mới",https://sintech.vn/blogs/news/partition-phan-vung-o-cung-la-gi-bat-mi-cach-phan-vung-o-cung-don-g,applied,True,0,4,0,33,11707,0.8177,424,3384,75,2419,,1678,AVERAGE,4903,7835,92,0,0,0,,0,,,,0,0,0,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
144,P3,141.3,MANUAL_REVIEW,1002715077,Trung Quốc ra mắt GPU 6nm nhà làm Lisuan 7G106 & 7G105 nhanh hơn 4060,https://sintech.vn/blogs/news/trung-quoc-lan-dau-tien-ra-mat-gpu-6nm-danh-cho-game-va-ai-lisuan-7g106-12-gb-7g105-24-gb,reverse_copy_defense,False,0,2,0,36,12975,0.4364,341,3366,70,2690,,1678,AVERAGE,4295,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,False,NEED_MANUAL_REVIEW,CLS_LAYOUT_RISK,NEED_MANUAL_REVIEW|CLS_LAYOUT_RISK,
145,P3,140.8,THEME_CODE,1002398115,Những máy tính để bàn tốt nhất cho doanh nghiệp năm 2024,https://sintech.vn/blogs/news/nhung-may-tinh-de-ban-tot-nhat-cho-doanh-nghiep-nam-2024,draft_ready,False,0,5,0,48,14009,0.1347,223,8623,75,2563,,1678,AVERAGE,5247,11147,179,5,0,0,https://file.hstatic.net/200000860097/file/1fcc10741a40eba920e757ded0d470_master_78c12a12580b4de898d5f655e59ac313_grande.jpg,27446,,,,443275,5,4,0,0,0,0,0,False,IMAGES_MISSING_DIMENSIONS,IMAGES_MISSING_LAZYLOAD,IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
146,P3,140.8,THEME_CODE,1002417029,"Địa chỉ IP là gì? Cách xem và đổi địa chỉ IP trên Windows và Macbook nhanh gọn, dễ làm",https://sintech.vn/blogs/news/dia-chi-ip-la-gi-cach-xem-va-doi-dia-chi-ip-tren-windows-va-macbook-n,applied,True,0,2,0,38,13342,1.0497,278,3366,80,2500,,1678,AVERAGE,4930,8071,111,0,0,0,,0,,,,0,0,0,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
147,P3,140.2,THEME_CODE,1002411576,Tần số quét màn hình là gì? Điểm danh các loại tần số màn hình phổ biến,https://sintech.vn/blogs/news/tan-so-quet-man-hinh-la-gi-diem-danh-cac-loai-tan-so-man-hinh-pho-bie,applied,True,0,4,0,40,12450,0.6387,182,3354,87,2331,,1678,AVERAGE,4748,6405,45,0,0,0,,0,,,,0,0,0,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
148,P3,138.9,THEME_CODE,1002408515,Chip AI Là Gì? Ứng Dụng Chip AI Trong Thế Giới Công Nghệ,https://sintech.vn/blogs/news/chip-ai-la-gi-ung-dung-chip-ai-trong-the-gioi-cong-nghe,applied,True,0,1,0,40,14046,0.6726,197,3763,82,2433,,1678,AVERAGE,4701,6276,46,0,0,0,,0,,,,0,0,0,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
149,P3,138.4,THEME_CODE,1002411393,"Notion AI: Trợ lý viết lách thông minh, nâng cao hiệu suất làm việc",https://sintech.vn/blogs/news/notion-ai-tro-ly-viet-lach-thong-minh-nang-cao-hieu-suat-lam-viec,draft_ready,False,0,0,0,36,13590,0.8871,294,3372,75,2552,,1678,AVERAGE,6111,15920,218,7,7,0,https://bizweb.dktcdn.net/100/329/122/files/quan-ly-nhiem-vu-thong-minh-va-nhac-nho-hieu-qua.webp?v=1723013249689,22458,,,,238838,7,6,0,0,0,0,1,False,IMAGES_MISSING_DIMENSIONS,IMAGES_MISSING_LAZYLOAD,IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
150,P3,138.2,THEME_CODE,1002413757,Logitech G Hub là gì? Ứng dụng tận dụng tối đa thiết bị gaming,https://sintech.vn/blogs/news/logitech-g-hub-la-gi-ung-dung-tan-dung-toi-da-thiet-bi-gaming,applied,True,0,0,0,34,13043,0.657,435,3372,70,2438,,1678,AVERAGE,4488,5315,43,0,0,0,,0,,,,0,0,0,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
151,P3,138.1,THEME_CODE,1002541606,"Sửa Máy Tính Quận 3 Giá Rẻ, Kỹ thuật giỏi tại Sintech",https://sintech.vn/blogs/news/sua-may-tinh-quan-3-gia-re-ky-thuat-gioi-tai-sintech,draft_ready,False,0,0,0,38,14033,0.5388,345,3365,80,2597,,1678,AVERAGE,5191,12018,303,2,1,0,https://thumbs.dreamstime.com/b/cpu-overheating-smoke-computer-technology-hardware-failure-331872072.jpg,74913,,,,175792,2,1,0,0,0,0,1,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
152,P3,136.0,THEME_CODE,1002414223,"ROG và TUF, laptop nào của ASUS phù hợp với bạn?",https://sintech.vn/blogs/news/rog-va-tuf-laptop-nao-cua-asus-phu-hop-voi-ban,draft_ready,False,0,9,0,55,10053,0.1735,264,3368,83,1114,,1678,AVERAGE,4128,4665,62,4,4,0,https://cdn.tgdd.vn//GameApp/1435594//img14431280x720-800-resize-800x450.jpg,48123,800,450,1.78,1237043,0,3,2,0,0,0,1,False,IMAGES_MISSING_LAZYLOAD,CLS_LAYOUT_RISK,IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
153,P3,135.8,THEME_CODE,1002434467,WiFi là gì? WiFi hoạt động như thế nào?,https://sintech.vn/blogs/news/wifi-la-gi-wifi-hoat-dong-nhu-the-nao,draft_ready,False,0,3,0,42,12533,0.4911,250,3373,80,972,,1678,AVERAGE,4900,7975,63,2,0,0,https://file.hstatic.net/200000860097/file/cap-quang-la-gi_563e9d407733459d8e85b4d78e47d704_grande.jpg,38698,,,,114343,2,1,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
154,P3,135.2,THEME_CODE,1002416761,Hyper Threading: Công nghệ giúp máy tính đa nhiệm tốt hơn,https://sintech.vn/blogs/news/hyper-threading-cong-nghe-giup-may-tinh-da-nhiem-tot-hon,applied,True,0,0,0,34,12302,0.7761,402,3384,79,2536,,1678,AVERAGE,4883,7765,67,0,0,0,,0,,,,0,0,0,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
155,P3,135.2,THEME_CODE,1002497600,Sửa Laptop Uy Tín Lấy Ngay Quận 7,https://sintech.vn/blogs/news/sua-laptop-uy-tin-quan-7,draft_ready,False,0,4,0,46,12802,0.5295,109,3348,79,2565,,1678,AVERAGE,5030,10838,266,0,0,0,,0,,,,0,0,0,0,0,0,0,1,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
156,P3,134.9,THEME_CODE,1002539215,"Sửa Laptop Quận 7 Uy Tín, Chất Lượng Cao, Giá Minh Bạch",https://sintech.vn/blogs/huong-dan/dich-vu-sua-laptop-chat-luong-cao-tai-quan-7,draft_ready,False,0,1,0,40,13064,0.3363,431,3380,80,2519,,1678,AVERAGE,4602,9158,260,1,0,0,https://file.hstatic.net/200000860097/file/eagspot_cd826ebbbfd641178dfa55c752a57cbb_grande.png,100879,,,,100879,1,0,0,0,0,0,1,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
157,P3,134.9,THEME_CODE,1002417568,Gợi ý top chuột gaming Rapoo giá rẻ đến từ thương hiệu Rapoo,https://sintech.vn/blogs/news/goi-y-top-chuot-gaming-rapoo-gia-re-den-tu-thuong-hieu-rapoo,draft_ready,False,0,0,0,40,13725,0.6779,245,3367,77,2745,,1678,AVERAGE,5344,13205,126,16,16,0,https://bizweb.dktcdn.net/100/329/122/files/chuot-gaming-rapoo-voi-thiet-ke-an-tuong-linh-hoat.webp?v=1724735179166,154474,,,,1190124,7,15,0,0,0,0,0,False,IMAGES_MISSING_DIMENSIONS,IMAGES_MISSING_LAZYLOAD,IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
158,P3,133.8,THEME_CODE,1002414135,4 cách khắc phục lỗi màn hình xanh 'chết chóc' trên Windows 11,https://sintech.vn/blogs/news/4-cach-khac-phuc-loi-man-hinh-xanh-chet-choc-tren-windows-11,draft_ready,False,0,0,0,43,14199,0.3136,324,3766,92,1051,,1678,AVERAGE,4259,7146,103,11,11,0,https://cdn2.fptshop.com.vn/unsafe/Uploads/images/tin-tuc/152496/Originals/loi-man-hinh-xanh-00.jpg,179653,960,640,1.5,1315035,0,10,0,0,0,0,0,False,IMAGES_MISSING_LAZYLOAD,CLS_LAYOUT_RISK,IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
159,P3,133.7,THEME_CODE,1002413818,Chip A18 trên iPhone 16 lộ điểm benchmark khó hiểu,https://sintech.vn/blogs/news/chip-a18-tren-iphone-16-lo-diem-benchmark-kho-hieu,draft_ready,False,0,1,0,41,13017,0.2668,183,8462,76,2439,,1678,AVERAGE,3782,2813,14,2,2,0,https://genk.mediacdn.vn/139269124445442048/2024/9/11/gsmarena010-1-17260243640461381700771-1726026726546-17260267267581113729038.jpg,95940,1200,675,1.78,154009,0,1,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
160,P2,133.1,IMAGE,1002411439,Tất Tần Tật Về PCIe 7.0: Bứt Phá Hiệu Năng Máy Tính Trong Năm 2025,https://sintech.vn/blogs/news/tat-tan-tat-ve-pcie-7-0-but-pha-hieu-nang-may-tinh-trong-nam-2024,draft_ready,False,0,0,0,47,4840,0.4843,319,3372,80,1163,,1678,AVERAGE,5229,9984,130,5,5,0,https://bizweb.dktcdn.net/100/329/122/files/pcie-la-chuan-ket-noi-may-tinh-dung-de-truyen-du-lieu-giua-cac-phan-cung.webp?v=1718298359956,326170,,,,1231170,5,4,2,0,0,0,1,False,HERO_IMAGE_TOO_HEAVY,IMAGES_MISSING_DIMENSIONS,HERO_IMAGE_TOO_HEAVY|IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
